Time,Tk,R
7887,"24,0985527","17,9027919"
7888,"24,0838718","17,9034767"
7889,"24,0863437","17,9038925"
7890,"24,095745","17,9044723"
7891,"24,0878868","17,9051551"
7892,"24,0762882","17,9053478"
7893,"24,0676746","17,9062576"
7894,"24,056961","17,9061641"
7895,"24,0486469","17,9069042"
7896,"24,0445098","17,9074211"
7897,"24,0631732","17,9086265"
7898,"24,078022","17,90942"
7899,"24,078865","17,9087734"
7900,"24,0730857","17,9093303"
7901,"24,0835227","17,9094429"
7902,"24,1065826","17,9106941"
7903,"24,1041946","17,9105548"
7904,"24,0968151","17,9112453"
7905,"24,1010208","17,9123935"
7906,"24,1124286","17,9129238"
7907,"24,123455","17,9131755"
7908,"24,1212368","17,91399"
7909,"24,1228942","17,9144592"
7910,"24,1244297","17,914915"
7911,"24,1410923","17,915615"
7912,"24,1410789","17,9163818"
7913,"24,1443023","17,9168586"
7914,"24,1394786","17,9170875"
7915,"24,1335506","17,9171466"
7916,"24,1205902","17,9180698"
7917,"24,1005554","17,9186382"
7918,"24,1039085","17,9188156"
7919,"24,1023998","17,9189662"
7920,"24,1020298","17,9194164"
7921,"24,0782012","17,9200019"
7922,"24,0863685","17,9208869"
7923,"24,0790157","17,9207191"
7924,"24,0624809","17,9209575"
7925,"24,057064","17,9213924"
7926,"24,0487232","17,9219512"
7927,"24,029623","17,9232234"
7928,"23,9996681","17,9244422"
7929,"23,9945316","17,924942"
7930,"23,9937","17,9258975"
7931,"24,0120735","17,9260311"
7932,"24,0346717","17,9267005"
7933,"24,0440025","17,9271793"
7934,"24,0574321","17,9270114"
7935,"24,0619201","17,9279899"
7936,"24,067564","17,9275302"
7937,"24,0785026","17,9279098"
7938,"24,0921764","17,9284191"
7939,"24,1018028","17,929552"
7940,"24,1224803","17,9300346"
7941,"24,130434","17,9299869"
7942,"24,1113681","17,9309482"
7943,"24,1003856","17,9316406"
7944,"24,0735454","17,9320716"
7945,"24,0470638","17,9321041"
7946,"24,0386753","17,9329223"
7947,"24,0392799","17,9329643"
7948,"24,0423393","17,9336891"
7949,"24,0302906","17,9340457"
7950,"24,0516052","17,9349937"
7951,"24,0618324","17,9348373"
7952,"24,0667552","17,9366302"
7953,"24,0668983","17,9366817"
7954,"24,0806026","17,9374694"
7955,"24,0761203","17,9372882"
7956,"24,0627727","17,9383659"
7957,"24,0648612","17,9384822"
7958,"24,0656433","17,9387798"
7959,"24,0893516","17,9392642"
7960,"24,0973472","17,9398784"
7961,"24,1022148","17,9401817"
7962,"24,0964775","17,940092"
7963,"24,0766658","17,9410228"
7964,"24,0768394","17,9420814"
7965,"24,10289","17,9421329"
7966,"24,1146316","17,9427146"
7967,"24,1129493","17,9432792"
7968,"24,1171569","17,9443111"
7969,"24,1112289","17,9438591"
7970,"24,0922279","17,9450721"
7971,"24,0842933","17,9448871"
7972,"24,0828056","17,9452686"
7973,"24,1192989","17,9462165"
7974,"24,1381397","17,9467372"
7975,"24,1178817","17,9469585"
7976,"24,1287994","17,947647"
7977,"24,1279201","17,9477615"
7978,"24,1157627","17,9481716"
7979,"24,1325168","17,9488143"
7980,"24,1062164","17,949274"
7981,"24,0760192","17,9492759"
7982,"24,0476684","17,9499797"
7983,"24,0340957","17,9503879"
7984,"24,0437812","17,9518165"
7985,"24,0384864","17,9521732"
7986,"24,040802","17,952177"
7987,"24,0593566","17,9522476"
7988,"24,072853","17,9530334"
7989,"24,0736751","17,9531707"
7990,"24,0777301","17,9544048"
7991,"24,0671234","17,9546031"
7992,"24,0700569","17,9552364"
7993,"24,0752658","17,9556121"
7994,"24,0582466","17,956108"
7995,"24,0621013","17,9563674"
7996,"24,0602626","17,9573287"
7997,"24,0511131","17,9574584"
7998,"24,0630493","17,9585533"
7999,"24,0518512","17,9587135"
8000,"24,0539016","17,9589824"
8001,"24,0559272","17,9596309"
8002,"24,0467281","17,9600238"
8003,"24,0328941","17,9606685"
8004,"24,0019874","17,961111"
8005,"24,0098114","17,9618511"
8006,"24,021635","17,9624271"
8007,"24,002655","17,9619522"
8008,"23,9994373","17,9625511"
8009,"23,9913139","17,9636573"
8010,"24,0177116","17,9652538"
8011,"24,0238265","17,9642658"
8012,"24,0301837","17,9647827"
8013,"24,0302467","17,9651927"
8014,"24,0330696","17,9654064"
8015,"24,053255","17,9662113"
8016,"24,0405292","17,9664955"
8017,"24,0468845","17,9670906"
8018,"24,0494289","17,9677963"
8019,"24,0564651","17,9681568"
8020,"24,0483703","17,9684219"
8021,"24,0577583","17,9694595"
8022,"24,0652027","17,9693965"
8023,"24,0688247","17,9695072"
8024,"24,0660724","17,9705028"
8025,"24,0657424","17,9713115"
8026,"24,0525875","17,9715137"
8027,"24,0278053","17,9716567"
8028,"24,0127983","17,9722576"
8029,"24,0285167","17,9729118"
8030,"24,0592098","17,9733371"
8031,"24,0430717","17,9734535"
8032,"24,0304908","17,9742813"
8033,"24,0519104","17,9741954"
8034,"24,0648155","17,9753131"
8035,"24,0718994","17,9758319"
8036,"24,0719089","17,9761753"
8037,"24,0626029","17,9766559"
8038,"24,0696754","17,9768409"
8039,"24,0860328","17,9768333"
8040,"24,0605125","17,9777355"
8041,"24,0453529","17,9781208"
8042,"24,0381031","17,9787387"
8043,"24,0554351","17,9791812"
8044,"24,0652923","17,9798851"
8045,"24,1112174","17,9800987"
8046,"24,1050109","17,9801597"
8047,"24,1065902","17,9806709"
8048,"24,1109333","17,9816837"
8049,"24,1044979","17,9814796"
8050,"24,1235923","17,9820175"
8051,"24,1201133","17,9826068"
8052,"24,1089725","17,9829769"
8053,"24,0937824","17,9843635"
8054,"24,0859699","17,9845371"
8055,"24,0811958","17,9849109"
8056,"24,0913028","17,9850101"
8057,"24,1008415","17,985754"
8058,"24,1050949","17,9860286"
8059,"24,1029624","17,9863739"
8060,"24,0957469","17,98703"
8061,"24,0892391","17,9874057"
8062,"24,1174602","17,987751"
8063,"24,0975532","17,9878616"
8064,"24,0894718","17,9886608"
8065,"24,1082725","17,989767"
8066,"24,1302757","17,9891109"
8067,"24,1222229","17,9901771"
8068,"24,116846","17,9903144"
8069,"24,112133","17,9909248"
8070,"24,125679","17,9915657"
8071,"24,1329975","17,9929714"
8072,"24,1487617","17,992567"
8073,"24,1539211","17,9930763"
8074,"24,1235389","17,9929676"
8075,"24,1206226","17,9939937"
8076,"24,1280765","17,9941368"
8077,"24,1218395","17,9940376"
8078,"24,1088562","17,9945983"
8079,"24,1169776","17,995655"
8080,"24,1028556","17,9961776"
8081,"24,1036376","17,9959735"
8082,"24,0956134","17,9967269"
8083,"24,0979747","17,9974822"
8084,"24,0964679","17,9971981"
8085,"24,156044","17,9977092"
8086,"24,1385364","17,9985408"
8087,"24,1213226","17,9993019"
8088,"24,1160488","17,9999752"
8089,"24,1143283","18,0005512"
8090,"24,1008949","18,0002155"
8091,"24,1035957","18,001089"
8092,"24,1344394","18,0013942"
8093,"24,1454296","18,0017547"
8094,"24,1824016","18,0019989"
8095,"24,158205","18,0023918"
8096,"24,1372833","18,0031604"
8097,"24,1144542","18,0035858"
8098,"24,091999","18,0038356"
8099,"24,0823955","18,0050811"
8100,"24,0668926","18,0044555"
8101,"24,0556621","18,0048313"
8102,"24,0377159","18,0058403"
8103,"24,046215","18,0063915"
8104,"24,0223522","18,0065536"
8105,"24,0112648","18,0075206"
8106,"24,0069293","18,0077457"
8107,"24,0157165","18,007946"
8108,"24,0121784","18,0084571"
8109,"23,9872455","18,0088233"
8110,"23,9811058","18,0092811"
8111,"23,9645767","18,0096397"
8112,"23,9680652","18,0105934"
8113,"23,9992599","18,0108337"
8114,"24,0080547","18,0118293"
8115,"24,0049304","18,0118751"
8116,"24,0025367","18,0123634"
8117,"24,0108528","18,0132522"
8118,"24,0040569","18,013647"
8119,"24,0137023","18,0141258"
8120,"24,0239391","18,0150222"
8121,"24,0147552","18,015192"
8122,"24,0306987","18,0148944"
8123,"24,0510807","18,0154972"
8124,"24,0535526","18,0156612"
8125,"24,0713367","18,0163154"
8126,"24,0699996","18,0165214"
8127,"24,0569953","18,0172309"
8128,"24,0671958","18,0176944"
8129,"24,0876655","18,0180149"
8130,"24,1172618","18,0186119"
8131,"24,132162","18,0192298"
8132,"24,1233978","18,018959"
8133,"24,1171855","18,0193653"
8134,"24,1252746","18,0203227"
8135,"24,1168651","18,0208187"
8136,"24,0633449","18,0212688"
8137,"24,0171909","18,0221042"
8138,"24,0211677","18,0223464"
8139,"24,0161876","18,0226097"
8140,"24,0063819","18,0229969"
8141,"24,0090847","18,0235042"
8142,"23,9871845","18,0235652"
8143,"23,9804515","18,02425"
8144,"24,0208663","18,0237865"
8145,"24,0254364","18,0249671"
8146,"24,0212917","18,0254497"
8147,"24,0136928","18,0262851"
8148,"24,0103225","18,0266628"
8149,"24,0222053","18,027111"
8150,"24,0377864","18,0279006"
8151,"24,0606231","18,02845"
8152,"24,0731334","18,027832"
8153,"24,0670261","18,0285663"
8154,"24,0599098","18,0292015"
8155,"24,0551242","18,0297927"
8156,"24,065134","18,0305252"
8157,"24,048912","18,0305347"
8158,"24,0472736","18,0307941"
8159,"24,0242576","18,0311336"
8160,"23,969839","18,0321331"
8161,"23,9507369","18,0320796"
8162,"23,9857788","18,032505"
8163,"24,0098114","18,0326118"
8164,"24,0108795","18,0331707"
8165,"24,0119667","18,0343017"
8166,"24,0340003","18,0345096"
8167,"24,0575141","18,0348262"
8168,"24,0529479","18,035221"
8169,"24,094202","18,0361824"
8170,"24,0801429","18,0364418"
8171,"24,0755805","18,037136"
8172,"24,1058692","18,0373077"
8173,"24,1186408","18,0376396"
8174,"24,0865783","18,0386219"
8175,"24,0813255","18,0386066"
8176,"24,0696868","18,0388851"
8177,"24,0748767","18,0395107"
8178,"24,0740756","18,0398464"
8179,"24,0765361","18,0396785"
8180,"24,0703544","18,0404968"
8181,"24,0491447","18,0405769"
8182,"24,0285587","18,041151"
8183,"24,025465","18,0420322"
8184,"24,0363464","18,0422"
8185,"24,0220031","18,0430145"
8186,"24,0022048","18,0436477"
8187,"24,0344562","18,043272"
8188,"24,018732","18,0436668"
8189,"23,9985198","18,0453128"
8190,"23,9894542","18,0447158"
8191,"23,981039","18,045269"
8192,"23,9721145","18,0457439"
8193,"23,9824428","18,0462894"
8194,"23,9763813","18,0466423"
8195,"23,9858303","18,0476932"
8196,"23,9852352","18,0476551"
8197,"23,9690265","18,0477371"
8198,"23,9900608","18,0481624"
8199,"23,9810066","18,0487079"
8200,"23,9954624","18,0490436"
8201,"23,9895534","18,0493431"
8202,"23,9950199","18,0497341"
8203,"23,9940204","18,0505294"
8204,"23,9958229","18,0508766"
8205,"23,9934387","18,051424"
8206,"23,9925422","18,0521144"
8207,"24,0167827","18,0517082"
8208,"24,0228805","18,0522861"
8209,"24,0168361","18,0535411"
8210,"24,0079612","18,0538043"
8211,"24,0131092","18,0545635"
8212,"24,0233764","18,0541515"
8213,"24,0052871","18,0549621"
8214,"23,9994506","18,0555667"
8215,"24,0102462","18,0554161"
8216,"23,9958114","18,0553951"
8217,"23,9787254","18,0562934"
8218,"23,973278","18,0568695"
8219,"23,9916896","18,0574703"
8220,"24,010744","18,0576019"
8221,"24,004961","18,0579948"
8222,"23,9998626","18,0584011"
8223,"23,9995479","18,0588054"
8224,"24,0266361","18,0590839"
8225,"24,0506191","18,0597"
8226,"24,0794353","18,0600833"
8227,"24,0927982","18,0607147"
8228,"24,080511","18,0610446"
8229,"24,0695762","18,0617065"
8230,"24,0740165","18,0611209"
8231,"24,0823459","18,0623168"
8232,"24,0835514","18,0629749"
8233,"24,0841178","18,0630645"
8234,"24,0914001","18,0631694"
8235,"24,1055278","18,063837"
8236,"24,1130218","18,0643711"
8237,"24,1136417","18,0646705"
8238,"24,1062831","18,0654582"
8239,"24,0948619","18,0658264"
8240,"24,088129","18,0662651"
8241,"24,0953273","18,067173"
8242,"24,0896492","18,0672817"
8243,"24,0823612","18,0676956"
8244,"24,073019","18,0673332"
8245,"24,0666561","18,06884"
8246,"24,0511264","18,0691394"
8247,"24,0125198","18,0696907"
8248,"24,029087","18,0694007"
8249,"24,033781","18,0704097"
8250,"24,0338211","18,0706291"
8251,"24,0418357","18,0709266"
8252,"24,0488052","18,0713157"
8253,"24,0482139","18,0716838"
8254,"24,0287933","18,0723152"
8255,"24,0170955","18,071722"
8256,"24,0061225","18,0727806"
8257,"24,0006675","18,073244"
8258,"23,9888019","18,0742702"
8259,"23,9798107","18,0746002"
8260,"23,9793529","18,074932"
8261,"23,9859695","18,0749702"
8262,"23,9653167","18,0754909"
8263,"23,9763126","18,0758209"
8264,"24,03343","18,0764236"
8265,"24,0531406","18,0767078"
8266,"24,031229","18,076498"
8267,"24,0277557","18,0782508"
8268,"23,9997291","18,0776786"
8269,"24,0080318","18,0786399"
8270,"24,0157451","18,0786552"
8271,"24,0040149","18,0788631"
8272,"24,0118446","18,0797214"
8273,"24,0145683","18,0809421"
8274,"23,9934787","18,0811996"
8275,"23,9857082","18,0807571"
8276,"23,983345","18,0813903"
8277,"23,9722557","18,0818176"
8278,"23,968605","18,0825557"
8279,"23,9817447","18,0831832"
8280,"23,9748573","18,0831718"
8281,"23,994194","18,0833415"
8282,"24,0071067","18,0841445"
8283,"24,0055389","18,0843944"
8284,"24,0053634","18,0845413"
8285,"24,0013256","18,0850849"
8286,"24,0053749","18,0855255"
8287,"24,002325","18,0860195"
8288,"24,0419464","18,0864944"
8289,"24,0816574","18,0867576"
8290,"24,116743","18,0880012"
8291,"24,1208686","18,0882034"
8292,"24,1260395","18,0887851"
8293,"24,1243457","18,0885772"
8294,"24,1267738","18,0895786"
8295,"24,1480674","18,090187"
8296,"24,1622829","18,0903263"
8297,"24,181755","18,0905532"
8298,"24,1844043","18,0906066"
8299,"24,1686573","18,0912818"
8300,"24,1478595","18,0917873"
8301,"24,1254177","18,0923824"
8302,"24,1592178","18,0932617"
8303,"24,1292858","18,0931873"
8304,"24,1182861","18,0940017"
8305,"24,1049785","18,0938568"
8306,"24,1023063","18,0943088"
8307,"24,0925178","18,0946025"
8308,"24,0838127","18,0946331"
8309,"24,0822238","18,0949058"
8310,"24,1351661","18,0953273"
8311,"24,1735477","18,0956554"
8312,"24,1377296","18,0966186"
8313,"24,1252956","18,0975608"
8314,"24,1947975","18,0976638"
8315,"24,1763076","18,0976772"
8316,"24,1554508","18,0982303"
8317,"24,1346569","18,0987205"
8318,"24,1156444","18,0989379"
8319,"24,135765","18,0993576"
8320,"24,1387042","18,1006832"
8321,"24,1253585","18,1005115"
8322,"24,1347312","18,1010704"
8323,"24,1278648","18,1012458"
8324,"24,1264419","18,1015281"
8325,"24,1430168","18,1017131"
8326,"24,1493911","18,1017646"
8327,"24,1433544","18,102909"
8328,"24,1520671","18,1030597"
8329,"24,1579036","18,103403"
8330,"24,1665916","18,10433"
8331,"24,1296272","18,1049556"
8332,"24,1209106","18,1050262"
8333,"24,1246795","18,1054382"
8334,"24,1010665","18,1060314"
8335,"24,0819339","18,1055564"
8336,"24,0454807","18,1059341"
8337,"24,0208816","18,1070213"
8338,"24,0140762","18,1072463"
8339,"24,0004482","18,1074981"
8340,"23,993412","18,1080398"
8341,"23,9828567","18,1090564"
8342,"23,9927787","18,1093101"
8343,"23,9773864","18,1086044"
8344,"23,9766044","18,1092548"
8345,"23,9633846","18,1098098"
8346,"23,9578571","18,1105728"
8347,"23,963972","18,1111145"
8348,"23,9611854","18,1116046"
8349,"23,9626312","18,1118354"
8350,"23,9474105","18,1124801"
8351,"23,9299507","18,1130142"
8352,"23,9208946","18,112688"
8353,"23,9219207","18,114088"
8354,"23,9178161","18,1142177"
8355,"23,9180736","18,1149444"
8356,"23,9217414","18,1147537"
8357,"23,925949","18,1148395"
8358,"23,9101886","18,1158733"
8359,"23,9253234","18,1164226"
8360,"23,9463653","18,1162223"
8361,"23,9906101","18,1164054"
8362,"24,0053043","18,1168403"
8363,"24,0083065","18,1174449"
8364,"23,9964637","18,1180667"
8365,"23,9858093","18,1183872"
8366,"23,9745845","18,1186466"
8367,"23,9841327","18,1189498"
8368,"23,9838199","18,118885"
8369,"23,9770946","18,12117"
8370,"23,9732856","18,1202335"
8371,"24,0183506","18,1202278"
8372,"24,0102882","18,1208171"
8373,"24,009283","18,120552"
8374,"24,0247459","18,1228866"
8375,"24,0278606","18,1227874"
8376,"24,0245437","18,1234035"
8377,"24,0126533","18,1243228"
8378,"24,002985","18,1235771"
8379,"24,0139942","18,1245441"
8380,"24,0146312","18,1240787"
8381,"24,0099925","18,124546"
8382,"24,0323657","18,1253719"
8383,"24,0635643","18,1254806"
8384,"24,0762214","18,1263294"
8385,"24,0595073","18,1269474"
8386,"24,0964946","18,1271114"
8387,"24,1178607","18,1272087"
8388,"24,1394157","18,1276226"
8389,"24,156208","18,1287631"
8390,"24,1772251","18,1291122"
8391,"24,2398624","18,1285324"
8392,"24,2443962","18,1298866"
8393,"24,236555","18,1296329"
8394,"24,2484226","18,1299228"
8395,"24,2430763","18,130455"
8396,"24,2320728","18,1316986"
8397,"24,2343635","18,131174"
8398,"24,2803325","18,1314468"
8399,"24,2863044","18,1322631"
8400,"24,2765674","18,1323947"
8401,"24,2171382","18,1327705"
8402,"24,1743621","18,1337718"
8403,"24,1658496","18,1340408"
8404,"24,1778545","18,1344966"
8405,"24,1536293","18,134901"
8406,"24,1343097","18,1355648"
8407,"24,196846","18,1359653"
8408,"24,1986541","18,1354541"
8409,"24,192461","18,1356735"
8410,"24,1615047","18,1357536"
8411,"24,1653976","18,1375579"
8412,"24,1640663","18,1380004"
8413,"24,172739","18,1379528"
8414,"24,1768112","18,1378746"
8415,"24,1862087","18,1385192"
8416,"24,1916999","18,1391372"
8417,"24,1796894","18,1394042"
8418,"24,1624317","18,1396503"
8419,"24,1349258","18,1403732"
8420,"24,1576099","18,1403255"
8421,"24,1951503","18,1405506"
8422,"24,2257385","18,1411037"
8423,"24,2117919","18,1428604"
8424,"24,2271556","18,1421356"
8425,"24,2340946","18,1427879"
8426,"24,2338943","18,1430435"
8427,"24,2389049","18,1436729"
8428,"24,240242","18,1442451"
8429,"24,256916","18,1448154"
8430,"24,2660179","18,145523"
8431,"24,2811603","18,1450042"
8432,"24,2919597","18,1459579"
8433,"24,2833271","18,1457939"
8434,"24,3136863","18,1460094"
8435,"24,3082389","18,1469078"
8436,"24,2991561","18,1476154"
8437,"24,3000965","18,1480941"
8438,"24,2867546","18,1483154"
8439,"24,2685832","18,1485805"
8440,"24,2648792","18,1489009"
8441,"24,2739753","18,1487312"
8442,"24,2605323","18,1495647"
8443,"24,2601699","18,1500568"
8444,"24,2642383","18,1506767"
8445,"24,2451858","18,1504325"
8446,"24,2366466","18,1504306"
8447,"24,2180423","18,1510925"
8448,"24,1911048","18,1515655"
8449,"24,1822338","18,1522884"
8450,"24,182352","18,1526126"
8451,"24,1551017","18,1523418"
8452,"24,1530418","18,152893"
8453,"24,1203708","18,1532516"
8454,"24,1091117","18,1537494"
8455,"24,1120967","18,15485"
8456,"24,0895099","18,1546859"
8457,"24,099657","18,155405"
8458,"24,1045913","18,1560001"
8459,"24,1050014","18,1568431"
8460,"24,1150856","18,1571044"
8461,"24,1268329","18,1575412"
8462,"24,1413478","18,1576957"
8463,"24,1130638","18,1576614"
8464,"24,0907039","18,1576652"
8465,"24,1126251","18,1588058"
8466,"24,1289234","18,1588249"
8467,"24,1405677","18,1592082"
8468,"24,145998","18,1602916"
8469,"24,1235694","18,1606941"
8470,"24,1000995","18,1609287"
8471,"24,1232089","18,1608276"
8472,"24,1037387","18,1613025"
8473,"24,1045436","18,161396"
8474,"24,0888996","18,1626853"
8475,"24,0916118","18,1620044"
8476,"24,0923194","18,163063"
8477,"24,0909976","18,1635894"
8478,"24,0885963","18,1633739"
8479,"24,0894241","18,163414"
8480,"24,0937709","18,1642169"
8481,"24,1068267","18,1644382"
8482,"24,0999774","18,1645107"
8483,"24,102312","18,1655578"
8484,"24,0937271","18,1658134"
8485,"24,0871162","18,1661911"
8486,"24,0986576","18,1671638"
8487,"24,0682582","18,1670112"
8488,"24,0744457","18,1674118"
8489,"24,1056537","18,1679706"
8490,"24,1037292","18,1684951"
8491,"24,0984287","18,1686973"
8492,"24,109148","18,1690998"
8493,"24,118803","18,1693458"
8494,"24,1355342","18,1700363"
8495,"24,1471176","18,170185"
8496,"24,1515254","18,1707305"
8497,"24,1719932","18,1710548"
8498,"24,1687278","18,1718578"
8499,"24,1533393","18,1717834"
8500,"24,147047","18,1718502"
8501,"24,1511363","18,1725635"
8502,"24,1855239","18,173088"
8503,"24,2317543","18,1728916"
8504,"24,1952381","18,1731414"
8505,"24,1681118","18,1739082"
8506,"24,1779899","18,1751518"
8507,"24,1974658","18,1756649"
8508,"24,1790676","18,1748332"
8509,"24,2004013","18,1755046"
8510,"24,2033042","18,1757049"
8511,"24,2048721","18,1758441"
8512,"24,1978626","18,1763343"
8513,"24,196659","18,1772251"
8514,"24,1833744","18,1778507"
8515,"24,1995735","18,1784057"
8516,"24,2129001","18,1780815"
8517,"24,1935806","18,1788635"
8518,"24,1796245","18,1792926"
8519,"24,1763916","18,1791858"
8520,"24,1877059","18,1802692"
8521,"24,173418","18,1800937"
8522,"24,1969146","18,1800613"
8523,"24,2193851","18,1809692"
8524,"24,1861724","18,1812591"
8525,"24,1499099","18,1820774"
8526,"24,1503734","18,182209"
8527,"24,145626","18,1825618"
8528,"24,1376533","18,1826019"
8529,"24,1239223","18,1826763"
8530,"24,1002082","18,1838035"
8531,"24,0957374","18,1843547"
8532,"24,0896453","18,1848831"
8533,"24,0791625","18,1847972"
8534,"24,0779838","18,1852951"
8535,"24,0649356","18,1857662"
8536,"24,0505714","18,1862087"
8537,"24,0421276","18,1866264"
8538,"24,039896","18,1869449"
8539,"24,015501","18,1874141"
8540,"24,0120906","18,1880359"
8541,"24,0067901","18,1883525"
8542,"24,0075035","18,1887779"
8543,"24,0092506","18,1882724"
8544,"23,9852752","18,18927"
8545,"23,9823226","18,1893825"
8546,"23,9832134","18,1901473"
8547,"23,9583625","18,1904182"
8548,"23,9514617","18,1908454"
8549,"23,9258613","18,1911983"
8550,"23,9299774","18,1918067"
8551,"23,9426765","18,1913681"
8552,"23,9409217","18,192028"
8553,"23,947998","18,1926021"
8554,"23,9870815","18,1928501"
8555,"23,9854717","18,1931838"
8556,"23,9961795","18,1934757"
8557,"24,0138339","18,1940383"
8558,"24,0230102","18,1948604"
8559,"24,0659179","18,194458"
8560,"24,0782222","18,1952495"
8561,"24,1225509","18,1953849"
8562,"24,1354274","18,1964626"
8563,"24,1375522","18,1965274"
8564,"24,1156921","18,1969451"
8565,"24,1204967","18,1972618"
8566,"24,1433734","18,1979351"
8567,"24,1556015","18,1983489"
8568,"24,1346073","18,1980133"
8569,"24,1189155","18,1984615"
8570,"24,118534","18,1985073"
8571,"24,109869","18,1999969"
8572,"24,1497726","18,1998558"
8573,"24,1603012","18,2002716"
8574,"24,1788043","18,2005367"
8575,"24,2195339","18,201353"
8576,"24,2016353","18,2017993"
8577,"24,22402","18,202177"
8578,"24,236555","18,2021484"
8579,"24,242361","18,2029514"
8580,"24,2229785","18,2026157"
8581,"24,1736965","18,2039318"
8582,"24,1404266","18,2039871"
8583,"24,1106052","18,2039966"
8584,"24,1073169","18,2049427"
8585,"24,0980701","18,2052955"
8586,"24,0947856","18,2046852"
8587,"24,0759582","18,2053833"
8588,"24,0646877","18,2053356"
8589,"24,0910263","18,2061481"
8590,"24,0954418","18,2066135"
8591,"24,1031875","18,2067966"
8592,"24,0953216","18,2074871"
8593,"24,1019935","18,2078514"
8594,"24,0792827","18,208168"
8595,"24,0593471","18,208929"
8596,"24,0441894","18,2095642"
8597,"24,0387115","18,2096996"
8598,"24,0312767","18,2099151"
8599,"24,0339832","18,2105598"
8600,"24,0099086","18,2105445"
8601,"24,0200004","18,2113132"
8602,"24,0145034","18,2110538"
8603,"24,0036163","18,211893"
8604,"23,9965915","18,2120704"
8605,"24,0016021","18,2121429"
8606,"23,9982891","18,2123546"
8607,"24,0081863","18,2130222"
8608,"24,0080986","18,2135276"
8609,"24,013956","18,2135963"
8610,"24,0357799","18,2141952"
8611,"24,0197353","18,2146987"
8612,"24,0194129","18,2150516"
8613,"24,0134143","18,215311"
8614,"24,011238","18,2156429"
8615,"24,015829","18,2159709"
8616,"24,0321559","18,2163906"
8617,"24,0488433","18,2171249"
8618,"24,0330352","18,2178039"
8619,"24,0516071","18,2175388"
8620,"24,0633411","18,2181072"
8621,"24,0766448","18,2187042"
8622,"24,0793399","18,2188644"
8623,"24,091566","18,2191753"
8624,"24,0974006","18,2199993"
8625,"24,0979804","18,2197246"
8626,"24,1145038","18,2204818"
8627,"24,1039543","18,2206058"
8628,"24,1048812","18,221548"
8629,"24,0993175","18,2214393"
8630,"24,1110382","18,2218437"
8631,"24,1142044","18,2225093"
8632,"24,1208724","18,2224025"
8633,"24,1334037","18,2231731"
8634,"24,1562519","18,2235012"
8635,"24,1571331","18,2236804"
8636,"24,149908","18,2239933"
8637,"24,1532764","18,2251873"
8638,"24,1574764","18,2253131"
8639,"24,1586303","18,2257175"
8640,"24,1390495","18,2261028"
8641,"24,1461563","18,2267646"
8642,"24,1323757","18,2273159"
8643,"24,1494445","18,226593"
8644,"24,1617069","18,2270851"
8645,"24,1501083","18,2272377"
8646,"24,1438121","18,2289905"
8647,"24,1522102","18,2284793"
8648,"24,160242","18,2290363"
8649,"24,170166","18,2293453"
8650,"24,1799316","18,2292804"
8651,"24,1688327","18,2302169"
8652,"24,1424388","18,2304973"
8653,"24,1289882","18,2302227"
8654,"24,1529273","18,230709"
8655,"24,161108","18,2311477"
8656,"24,1913967","18,2314548"
8657,"24,1730079","18,2314376"
8658,"24,146677","18,2316837"
8659,"24,1492061","18,2324562"
8660,"24,1367111","18,2323913"
8661,"24,1094532","18,2337837"
8662,"24,0850124","18,2339515"
8663,"24,0786018","18,2340164"
8664,"24,0877838","18,2341823"
8665,"24,0949783","18,2346076"
8666,"24,091053","18,2351436"
8667,"24,0941715","18,2355575"
8668,"24,1029319","18,2366657"
8669,"24,1191654","18,2371177"
8670,"24,1254348","18,2374496"
8671,"24,110485","18,2374382"
8672,"24,1019268","18,2382125"
8673,"24,0739841","18,2385673"
8674,"24,0618228","18,2387409"
8675,"24,0568447","18,2387294"
8676,"24,0466995","18,2388229"
8677,"24,0407485","18,2391815"
8678,"24,0538597","18,239891"
8679,"24,0549564","18,2401714"
8680,"24,0440902","18,2407951"
8681,"24,0233821","18,2405052"
8682,"24,0190067","18,2411785"
8683,"24,0027904","18,2419071"
8684,"23,9963436","18,2416152"
8685,"23,9972686","18,241743"
8686,"24,0095882","18,2426853"
8687,"24,0722866","18,2427253"
8688,"24,1289787","18,2435951"
8689,"24,1814956","18,2434406"
8690,"24,1850242","18,243988"
8691,"24,1862888","18,2448806"
8692,"24,192995","18,2447471"
8693,"24,2111225","18,2453441"
8694,"24,2038211","18,245779"
8695,"24,1679515","18,2463359"
8696,"24,1702823","18,2470245"
8697,"24,1477031","18,2476043"
8698,"24,1198253","18,2473163"
8699,"24,1148796","18,2477607"
8700,"24,0955696","18,2488079"
8701,"24,1010742","18,2477951"
8702,"24,1078853","18,2480258"
8703,"24,0897121","18,2493381"
8704,"24,0776214","18,2492446"
8705,"24,073431","18,2496757"
8706,"24,0786228","18,2499103"
8707,"24,0795955","18,2496547"
8708,"24,1046352","18,2506198"
8709,"24,1304664","18,2512378"
8710,"24,134283","18,2514533"
8711,"24,1308135","18,2516365"
8712,"24,1606006","18,2524452"
8713,"24,1552677","18,252552"
8714,"24,1712932","18,2529983"
8715,"24,2051258","18,2534637"
8716,"24,2410068","18,2538852"
8717,"24,262474","18,2542037"
8718,"24,2397518","18,2545013"
8719,"24,2276592","18,2548637"
