t,V
515,11.8774
515.999,11.8743
516.999,11.8712
518,11.8663
518.999,11.8636
520,11.8594
521,11.8565
522,11.8532
523,11.8486
523.999,11.8455
525,11.841
525.999,11.838
527,11.8347
527.999,11.8308
529,11.8276
530,11.8232
530.999,11.8206
532,11.8173
533,11.8137
533.999,11.8105
535,11.8084
535.999,11.8058
537,11.8023
537.999,11.7993
538.999,11.7962
539.999,11.7933
541,11.7905
541.999,11.7864
543,11.7838
543.999,11.7805
545,11.7765
545.999,11.7737
547,11.7704
547.999,11.7672
549,11.7643
549.999,11.7606
551,11.7577
551.999,11.7544
553,11.7513
553.999,11.7482
555,11.7449
555.999,11.7412
557,11.7385
557.999,11.7343
558.999,11.7314
560,11.7282
560.999,11.7244
562,11.7205
563,11.7177
563.999,11.7138
565,11.7092
566,11.7058
566.999,11.704
568,11.699
569,11.696
569.999,11.6923
571,11.6883
572,11.6856
572.999,11.6821
574,11.678
574.999,11.675
576,11.6718
576.999,11.6685
578,11.6655
579,11.6622
579.999,11.6592
581,11.6552
582,11.6524
583,11.6489
584,11.6459
584.999,11.6424
586,11.6389
586.999,11.636
588,11.6316
589,11.6294
589.999,11.6267
591,11.6226
591.999,11.6197
593,11.6159
593.999,11.6128
595,11.6096
596,11.6065
596.999,11.6034
598,11.6001
599,11.5974
599.999,11.5945
601,11.5905
602,11.5878
602.999,11.586
603.999,11.583
605,11.5799
606,11.5755
606.999,11.5733
608,11.5715
609,11.5683
609.999,11.5654
611,11.5619
611.999,11.5583
612.999,11.5572
614,11.5518
614.999,11.5505
615.999,11.5466
617,11.543
617.999,11.5404
618.999,11.5371
620,11.5334
620.999,11.5302
622,11.5266
623,11.5234
623.999,11.5205
625,11.5159
626,11.5122
627,11.508
627.999,11.5057
628.999,11.5021
630,11.4989
630.999,11.4946
631.999,11.4917
633,11.4881
634,11.4847
635,11.4814
635.999,11.4788
636.999,11.4738
638,11.4717
639,11.4685
639.999,11.4644
641,11.4611
641.999,11.4577
643,11.4539
643.999,11.451
645,11.4476
646,11.4458
646.999,11.442
648,11.4384
649,11.436
649.999,11.4328
651,11.4295
652,11.4273
652.999,11.4246
654,11.4209
655,11.4168
656,11.4146
656.999,11.4116
657.999,11.4079
658.999,11.4049
660,11.4017
661,11.3974
661.999,11.3964
662.999,11.3929
664,11.3886
665,11.3848
666,11.3831
666.999,11.3804
668,11.3763
669,11.3743
670,11.3714
670.999,11.3695
671.999,11.3658
673,11.3627
674,11.3608
674.999,11.3571
676,11.3542
676.999,11.3509
677.999,11.3479
679,11.3445
680,11.342
680.999,11.3383
682,11.3347
683,11.3321
683.999,11.3291
685,11.3252
686,11.3219
686.999,11.3195
687.999,11.316
689,11.312
690,11.3093
690.999,11.3059
691.999,11.3025
693,11.299
694,11.2958
694.999,11.2919
696,11.2891
697,11.2856
697.999,11.2813
698.999,11.2786
700,11.2757
701,11.272
701.999,11.2683
702.999,11.2647
703.999,11.2628
705,11.2577
706,11.2548
706.999,11.2524
707.999,11.2489
709,11.2448
710,11.2423
710.999,11.2389
711.999,11.2364
713,11.2322
714,11.2288
714.999,11.2261
715.999,11.2233
716.999,11.2199
718,11.2157
719,11.212
720,11.2087
720.999,11.2052
721.999,11.2019
722.999,11.1982
724,11.1945
725,11.1913
726,11.1876
727,11.1843
728,11.1806
729,11.1771
730,11.1747
730.999,11.1707
731.999,11.1681
732.999,11.1637
733.999,11.1615
735,11.1566
736,11.1549
737,11.152
737.999,11.1487
738.999,11.1457
740,11.1421
741,11.1397
742,11.1363
742.999,11.1331
744,11.1295
745,11.1262
746,11.1231
746.999,11.12
747.999,11.117
749,11.1135
750,11.1101
751,11.1067
752,11.1036
752.999,11.1
753.999,11.0965
754.999,11.0934
756,11.0901
757,11.0874
758,11.0846
759,11.0805
760,11.0775
760.999,11.0765
761.999,11.0727
762.999,11.0688
763.999,11.0666
764.999,11.0634
766,11.0618
767,11.0594
768,11.0561
768.999,11.0526
769.999,11.0502
770.999,11.0471
771.999,11.045
773,11.0425
774,11.0398
774.999,11.0357
775.999,11.0337
777,11.031
778,11.0277
779,11.0246
780,11.0212
780.999,11.0176
781.999,11.0143
783,11.0103
784,11.0076
785,11.0041
786,11.0014
787,10.998
788,10.9945
