t,V
362.073,10.7289
363.073,10.7207
364.072,10.7117
365.073,10.7028
366.073,10.6936
367.073,10.6842
368.072,10.6763
369.073,10.6661
370.072,10.6583
371.073,10.6489
372.072,10.6401
373.073,10.6313
374.073,10.6224
375.072,10.6141
376.072,10.6054
377.071,10.5965
378.072,10.5875
379.072,10.5785
380.071,10.5704
381.072,10.5606
382.071,10.5525
383.071,10.5434
384.072,10.535
385.072,10.526
386.072,10.5163
387.071,10.5092
388.072,10.5004
389.071,10.4927
390.072,10.4835
391.071,10.4754
392.072,10.4658
393.071,10.4574
394.071,10.4489
395.072,10.4404
396.071,10.4327
397.072,10.4231
398.071,10.4144
399.072,10.4057
400.071,10.3968
401.072,10.3881
402.072,10.3792
403.071,10.3712
404.072,10.3616
405.071,10.3532
406.072,10.3447
407.072,10.3368
408.071,10.3283
409.072,10.3205
410.072,10.3117
411.071,10.3027
412.072,10.2952
413.071,10.2865
414.072,10.2784
415.071,10.2703
416.072,10.2606
417.071,10.2527
418.072,10.2438
419.071,10.2362
420.071,10.2274
421.072,10.2184
422.071,10.2105
423.072,10.201
424.071,10.1929
425.071,10.1849
426.072,10.176
427.072,10.1681
428.072,10.1595
429.072,10.1505
430.071,10.1422
431.072,10.1351
432.072,10.1268
433.072,10.1189
434.071,10.1106
435.072,10.1023
436.072,10.0938
437.072,10.0865
438.072,10.0781
439.071,10.0696
440.071,10.0608
441.072,10.0541
442.071,10.0456
443.072,10.0376
444.072,10.0293
445.071,10.0219
446.072,10.0138
447.072,10.0051
448.072,9.9965
449.073,9.9894
450.073,9.9799
451.072,9.973
452.073,9.9651
453.073,9.9565
454.072,9.9482
455.073,9.9392
456.073,9.9312
457.073,9.9237
458.072,9.9147
459.073,9.9063
460.072,9.8983
461.073,9.8888
462.073,9.8809
463.072,9.8727
464.072,9.8644
465.072,9.8557
466.074,9.847
467.072,9.8402
468.072,9.8314
469.073,9.8234
470.073,9.8161
471.073,9.8084
472.073,9.8001
473.072,9.7911
474.073,9.7834
475.073,9.7757
476.072,9.7676
477.073,9.7593
478.073,9.7506
479.073,9.7427
480.072,9.735
481.073,9.7267
482.073,9.7189
483.073,9.7113
484.073,9.703
485.073,9.6949
486.072,9.6873
487.073,9.6792
488.073,9.6707
489.073,9.6629
490.072,9.6549
491.072,9.6472
492.073,9.6397
493.073,9.631
494.072,9.6234
495.073,9.6159
496.073,9.6079
497.073,9.5992
498.073,9.5928
499.073,9.5841
500.072,9.576
501.073,9.5684
502.073,9.5607
503.072,9.5532
504.072,9.5457
505.073,9.5383
506.073,9.5299
507.073,9.5228
508.073,9.5143
509.073,9.5072
510.072,9.4991
511.073,9.4913
512.073,9.4839
513.073,9.4771
514.073,9.4689
515.073,9.462
516.073,9.4548
517.073,9.4456
518.072,9.4379
519.073,9.4308
520.072,9.4243
521.072,9.4157
522.073,9.4078
523.073,9.4014
524.073,9.3943
525.073,9.3874
526.073,9.3798
527.073,9.3717
528.073,9.3644
529.073,9.3566
530.072,9.3494
531.072,9.3424
532.073,9.3345
533.073,9.3275
534.073,9.3197
535.073,9.3126
536.073,9.3058
537.073,9.2995
538.073,9.2914
539.072,9.2849
540.072,9.2783
541.072,9.2696
542.073,9.2631
543.073,9.2558
544.073,9.2482
545.073,9.2403
546.073,9.2333
