t,V
115.927,12.6297
116.926,12.6249
117.927,12.6189
118.926,12.6133
119.927,12.608
120.926,12.6013
121.927,12.5968
122.926,12.5912
123.927,12.5854
124.926,12.5805
125.927,12.5748
126.926,12.5699
127.926,12.5637
128.927,12.5582
129.926,12.5524
130.927,12.5466
131.927,12.5405
132.926,12.5351
133.927,12.5291
134.926,12.5233
135.927,12.5166
136.927,12.5121
137.926,12.5057
138.927,12.4991
139.927,12.4941
140.926,12.4884
141.927,12.4825
142.927,12.4773
143.927,12.4711
144.927,12.4655
145.926,12.4601
146.927,12.4536
147.926,12.4494
148.927,12.4426
149.927,12.4375
150.926,12.4321
151.927,12.4265
152.926,12.4217
153.926,12.4161
154.927,12.4102
155.927,12.4046
156.926,12.3989
157.926,12.3945
158.927,12.3887
159.926,12.3831
160.927,12.3769
161.926,12.3715
162.926,12.366
163.926,12.3616
164.927,12.3556
165.926,12.3494
166.927,12.3445
167.926,12.3396
168.926,12.3338
169.927,12.3289
170.927,12.3241
171.927,12.3197
172.926,12.3135
173.926,12.3092
174.927,12.3035
175.927,12.2991
176.927,12.2941
177.926,12.2889
178.927,12.2838
179.927,12.2787
180.927,12.2734
181.926,12.2692
182.926,12.2644
183.927,12.2593
184.926,12.2548
185.927,12.2502
186.927,12.2446
187.926,12.2395
188.927,12.2342
189.927,12.2294
190.926,12.2241
191.926,12.2191
192.927,12.2125
193.927,12.2066
194.926,12.203
195.927,12.1964
196.927,12.1909
197.926,12.1864
198.927,12.1808
199.927,12.1759
200.926,12.1708
201.927,12.1656
202.926,12.1604
203.927,12.155
204.927,12.1496
205.926,12.1451
206.927,12.1399
207.927,12.1351
208.926,12.1302
209.927,12.1244
210.927,12.1189
211.927,12.1147
212.926,12.1093
213.927,12.1033
214.927,12.0989
215.927,12.0936
216.926,12.0882
217.927,12.084
218.927,12.0795
219.926,12.0741
220.927,12.0688
221.926,12.0641
222.926,12.0589
223.927,12.0532
224.926,12.0484
225.926,12.0433
226.927,12.0376
227.927,12.0327
228.927,12.0276
229.926,12.023
230.927,12.017
231.927,12.0123
232.927,12.0072
233.926,12.0033
234.927,11.9973
235.927,11.9933
236.926,11.9889
237.926,11.9837
238.927,11.9799
239.927,11.9742
240.926,11.9699
241.926,11.9658
242.927,11.9627
243.926,11.9571
244.927,11.9532
245.927,11.9481
246.926,11.944
247.927,11.9396
248.927,11.9346
249.927,11.9307
250.926,11.9255
251.926,11.9207
252.927,11.9171
253.927,11.9123
254.926,11.9081
255.927,11.903
256.927,11.8995
257.927,11.8944
258.927,11.8899
259.926,11.8859
260.927,11.8817
261.927,11.8761
262.926,11.8714
263.927,11.8665
264.927,11.8612
265.926,11.8582
266.926,11.8529
267.927,11.8486
268.927,11.8449
269.926,11.8413
270.926,11.8364
271.927,11.8315
272.927,11.8267
273.927,11.8224
274.927,11.8187
275.926,11.8133
276.927,11.809
277.927,11.805
278.926,11.8004
279.926,11.796
280.927,11.7907
281.927,11.7855
282.926,11.7812
283.927,11.7765
284.927,11.7725
285.926,11.7673
286.926,11.7631
287.927,11.7582
288.926,11.755
289.926,11.7507
290.927,11.7459
291.926,11.7411
292.927,11.7374
293.927,11.7324
294.927,11.7276
295.927,11.7242
296.927,11.718
297.926,11.7134
298.927,11.7088
299.927,11.7033
300.927,11.6991
301.927,11.694
302.926,11.6894
303.927,11.6849
304.927,11.6796
305.927,11.6756
306.926,11.6709
307.926,11.6658
308.927,11.6618
309.927,11.6572
310.926,11.6522
311.926,11.6476
312.927,11.6435
313.927,11.6393
314.927,11.6343
315.926,11.6295
316.926,11.6255
317.926,11.6212
318.927,11.6171
319.927,11.6138
320.927,11.6095
321.927,11.604
322.927,11.6002
323.927,11.595
324.926,11.5928
325.926,11.5889
326.927,11.5846
327.927,11.5797
328.926,11.5753
329.926,11.5711
330.927,11.5678
331.927,11.5638
332.926,11.5589
333.927,11.5555
334.927,11.5508
335.926,11.5469
336.926,11.5428
337.927,11.5386
338.926,11.5348
339.926,11.5307
340.926,11.5267
341.927,11.5231
342.927,11.5185
343.927,11.5152
344.926,11.5095
345.926,11.5057
346.926,11.5025
347.927,11.4978
348.927,11.4944
349.927,11.4892
350.927,11.4859
351.926,11.4815
352.926,11.4779
353.926,11.4728
354.927,11.4667
355.927,11.4665
356.926,11.4624
357.926,11.4583
358.926,11.4549
359.926,11.4505
360.927,11.4461
361.927,11.4425
362.927,11.4386
363.927,11.4352
364.927,11.4301
365.927,11.4266
366.927,11.4224
367.927,11.4182
368.926,11.4148
369.926,11.4106
370.926,11.4074
371.927,11.4017
372.927,11.397
373.927,11.393
374.927,11.3879
375.927,11.384
376.927,11.3795
377.927,11.376
378.927,11.372
379.926,11.3674
380.926,11.3642
381.927,11.3578
382.927,11.3544
383.927,11.3495
384.926,11.3445
385.926,11.3416
386.927,11.3377
387.927,11.3338
388.927,11.3298
389.927,11.3253
390.927,11.3216
391.927,11.3174
392.927,11.3127
393.927,11.3095
394.927,11.3049
395.927,11.3008
396.927,11.296
397.927,11.2923
398.927,11.2878
399.927,11.2833
400.927,11.2793
401.926,11.2755
402.926,11.2707
403.926,11.2669
404.926,11.2638
405.926,11.2594
406.927,11.2579
407.927,11.2534
408.927,11.2504
409.927,11.2459
410.927,11.2425
411.927,11.2391
412.927,11.2346
413.927,11.2306
414.927,11.227
415.927,11.2236
416.927,11.2199
417.927,11.2174
418.927,11.214
419.927,11.2102
420.926,11.206
421.927,11.2026
422.927,11.1968
423.927,11.1929
424.927,11.1889
425.927,11.1847
426.927,11.1804
427.927,11.1751
428.927,11.1724
429.927,11.1682
430.927,11.164
431.927,11.1594
432.927,11.1564
433.927,11.1528
434.927,11.1483
435.927,11.144
436.926,11.1406
437.926,11.1359
438.926,11.1329
439.926,11.1298
440.926,11.1256
441.926,11.1213
442.927,11.1173
443.927,11.1132
444.926,11.111
445.926,11.1068
446.926,11.1029
447.926,11.0997
448.926,11.0952
449.926,11.0924
450.926,11.0891
451.926,11.0851
452.926,11.082
453.926,11.0774
454.927,11.0734
455.927,11.0698
456.927,11.0658
457.927,11.0624
458.927,11.058
459.927,11.0548
460.926,11.0504
461.926,11.0463
462.926,11.0421
463.926,11.0377
464.926,11.0335
465.926,11.0302
466.926,11.0261
467.927,11.023
468.927,11.0186
469.927,11.0141
470.927,11.0117
471.927,11.0069
472.926,11.0029
473.926,10.9989
474.926,10.9947
475.926,10.9902
476.927,10.9864
477.927,10.9829
478.927,10.9787
479.927,10.974
480.928,10.9706
481.926,10.9663
482.927,10.9617
483.927,10.9585
484.927,10.9547
485.927,10.9501
486.926,10.9456
487.926,10.9422
488.926,10.9372
489.927,10.9339
490.927,10.9303
491.927,10.926
492.926,10.9225
493.927,10.9187
494.927,10.9148
495.927,10.9113
496.927,10.9073
497.927,10.9031
498.926,10.8991
499.926,10.896
500.926,10.8917
501.926,10.887
502.926,10.8842
503.926,10.8802
504.927,10.8763
505.927,10.8727
506.927,10.8695
507.927,10.8665
508.926,10.8614
509.927,10.8581
510.927,10.8546
511.927,10.8511
512.927,10.8481
513.927,10.8441
514.927,10.8409
515.927,10.8369
516.927,10.8337
517.926,10.8295
518.927,10.8266
519.926,10.8235
520.927,10.8197
521.926,10.8156
522.926,10.8118
523.927,10.8085
524.927,10.8042
525.927,10.8008
526.926,10.7973
527.926,10.7931
528.926,10.7898
529.927,10.7863
530.926,10.7823
531.926,10.7793
532.927,10.7752
533.927,10.772
534.927,10.7686
535.927,10.7649
536.927,10.7617
537.927,10.7584
538.927,10.7547
539.927,10.7507
540.926,10.7474
541.927,10.7445
542.927,10.7409
543.926,10.737
544.927,10.7326
545.927,10.7295
546.927,10.7266
547.926,10.7227
548.927,10.7188
549.927,10.7163
550.927,10.7123
551.927,10.7092
552.927,10.7054
553.927,10.7023
554.927,10.6981
555.926,10.6952
556.926,10.6913
557.926,10.6877
558.927,10.6841
559.927,10.6809
560.927,10.6764
561.926,10.6737
562.926,10.6698
563.926,10.6661
564.927,10.6627
565.927,10.6602
566.927,10.6557
567.926,10.6523
568.926,10.6489
569.926,10.6454
570.926,10.6421
571.926,10.6377
572.926,10.6339
573.926,10.6298
574.926,10.6255
575.927,10.6222
576.926,10.6183
577.926,10.6148
578.926,10.6107
579.926,10.6077
580.926,10.6041
581.926,10.5997
582.925,10.5961
583.925,10.5928
584.926,10.5897
585.926,10.5862
586.926,10.5822
587.926,10.5788
588.926,10.5751
589.926,10.5712
590.926,10.5671
591.926,10.5636
592.926,10.5599
593.926,10.5579
594.925,10.5551
595.925,10.5507
596.925,10.5476
597.925,10.5447
598.925,10.5409
599.925,10.5376
600.925,10.5347
601.925,10.5304
602.926,10.527
603.926,10.5237
604.926,10.5187
605.926,10.5162
606.926,10.5123
607.926,10.5088
608.926,10.5055
609.926,10.5014
610.926,10.4977
611.926,10.4926
612.925,10.4899
613.925,10.4866
614.925,10.4831
615.926,10.4789
616.927,10.4748
617.925,10.4725
618.925,10.4683
619.926,10.4653
620.926,10.4616
621.925,10.4583
622.925,10.455
623.926,10.4511
624.926,10.4481
625.926,10.4435
626.926,10.4408
627.926,10.4381
628.926,10.4338
629.926,10.4307
630.926,10.4276
631.926,10.4236
632.926,10.4205
633.925,10.4166
634.925,10.4129
635.925,10.4101
636.926,10.4068
637.925,10.4029
638.925,10.3994
639.926,10.3958
640.926,10.3932
641.926,10.3897
642.926,10.3859
643.925,10.3819
644.925,10.3784
645.925,10.3749
646.926,10.3724
647.926,10.3691
648.926,10.3649
649.925,10.361
650.925,10.3576
651.926,10.3536
652.926,10.3499
653.926,10.3466
654.926,10.3426
655.926,10.3395
656.926,10.3362
657.926,10.3327
658.925,10.3295
659.925,10.3261
660.925,10.3217
661.925,10.3194
662.925,10.3159
663.926,10.3128
664.926,10.3091
665.926,10.3061
666.926,10.3031
667.925,10.2998
668.925,10.2954
669.925,10.292
670.925,10.2891
671.926,10.2858
672.926,10.2821
673.926,10.2781
674.925,10.2749
675.925,10.271
676.925,10.2667
677.926,10.264
678.926,10.2601
679.926,10.2563
680.925,10.2522
681.926,10.2494
682.926,10.2459
683.926,10.2423
684.926,10.2384
685.925,10.2342
686.926,10.2315
687.926,10.2278
688.926,10.2246
689.926,10.2209
690.926,10.2183
691.925,10.2139
692.925,10.21
693.925,10.206
694.925,10.2031
695.926,10.1997
696.926,10.1973
697.926,10.1936
698.926,10.1906
699.925,10.1876
700.926,10.1841
701.926,10.181
702.925,10.1771
703.927,10.1746
704.926,10.1708
705.925,10.1666
706.926,10.1631
707.926,10.1604
708.925,10.156
709.925,10.153
710.925,10.1499
711.926,10.1467
712.926,10.1435
713.926,10.1407
714.925,10.1361
715.926,10.1331
716.926,10.1297
717.925,10.1254
718.925,10.1226
719.926,10.1189
720.926,10.1161
721.926,10.1121
722.925,10.1094
723.925,10.1061
724.926,10.102
725.926,10.0986
726.925,10.0961
727.926,10.092
728.926,10.0883
729.926,10.086
730.926,10.0827
731.925,10.0793
732.925,10.0758
733.926,10.072
734.925,10.0686
735.925,10.0657
736.926,10.0622
737.926,10.0589
738.925,10.0562
739.926,10.0533
740.926,10.0502
741.925,10.0472
742.926,10.0443
743.926,10.0404
744.926,10.0381
745.926,10.0341
746.925,10.0321
747.925,10.0292
748.926,10.0252
749.926,10.0223
750.925,10.0194
751.926,10.0158
752.926,10.0129
753.925,10.0099
754.925,10.0069
755.926,10.004
756.926,10.0001
757.927,9.9974
758.926,9.9944
759.927,9.9913
760.926,9.9877
761.927,9.985
762.927,9.9816
763.927,9.9789
764.926,9.9762
765.927,9.9714
766.926,9.9699
767.927,9.9669
768.926,9.9638
769.927,9.9614
770.927,9.9578
771.926,9.954
772.927,9.9511
773.927,9.9478
774.926,9.9438
775.927,9.9421
776.927,9.9387
777.927,9.9342
778.926,9.9306
779.927,9.9278
780.926,9.9247
781.927,9.9212
782.926,9.9176
783.927,9.9148
784.926,9.9114
785.927,9.9078
786.926,9.9056
787.927,9.9013
788.927,9.8994
789.927,9.8962
790.926,9.8921
791.927,9.8897
792.926,9.8866
793.927,9.8833
794.927,9.8803
795.926,9.8778
796.927,9.8746
797.926,9.8714
798.927,9.8693
799.927,9.8655
800.927,9.8626
801.927,9.8599
802.927,9.8562
803.927,9.8538
804.927,9.8503
805.926,9.8474
806.927,9.8439
807.927,9.8414
808.927,9.8395
809.926,9.8343
810.927,9.8327
811.927,9.8286
812.926,9.8264
813.927,9.8232
814.927,9.8203
815.926,9.8173
816.927,9.8141
817.927,9.8116
818.926,9.8075
819.927,9.8051
820.927,9.8024
821.926,9.7982
822.927,9.7952
823.927,9.792
824.927,9.7885
825.926,9.7859
826.927,9.7812
827.927,9.7792
828.927,9.7755
829.926,9.7726
830.927,9.7697
831.927,9.7662
832.927,9.7621
833.926,9.7588
834.927,9.7566
835.927,9.7525
836.926,9.7497
837.927,9.7463
838.927,9.7435
839.926,9.7398
840.927,9.7372
841.927,9.7344
842.926,9.7308
843.926,9.7269
844.927,9.7251
845.927,9.7212
846.926,9.7174
847.926,9.7152
848.927,9.7119
849.927,9.7095
850.926,9.7057
851.927,9.7036
852.926,9.7005
853.926,9.6978
854.926,9.6934
855.927,9.6914
856.927,9.6877
857.926,9.685
