t,V
202,9.6406
203,9.6257
203.999,9.6118
205,9.5966
206,9.5816
206.999,9.5674
208,9.553
209,9.5385
209.999,9.5241
211,9.5098
212,9.4958
213,9.4811
214,9.4672
215,9.4528
215.999,9.4385
217,9.4247
218,9.4108
219,9.3964
220,9.3829
221.001,9.3697
222,9.355
223,9.3397
224,9.3276
224.999,9.3137
226,9.299
227,9.2852
228,9.2716
229,9.2573
230,9.2439
231,9.2298
231.999,9.2156
233,9.2018
234,9.1879
235,9.1742
236,9.161
237,9.1465
238,9.1333
238.999,9.1187
240,9.1049
240.999,9.0908
241.999,9.0772
243,9.0632
243.999,9.0494
245,9.0359
246,9.0227
246.999,9.0093
248,8.9952
249,8.9813
249.999,8.9682
251,8.9546
252,8.9413
253,8.9285
253.999,8.9155
255,8.9015
256,8.8891
256.999,8.8761
258,8.8616
258.999,8.8502
260,8.837
261,8.8242
262,8.8121
263,8.7986
264,8.7862
264.999,8.7743
266,8.7608
267,8.7484
267.999,8.7349
269,8.7221
270,8.7095
270.999,8.6957
272,8.6831
273,8.6711
273.999,8.6569
275,8.6442
276,8.6308
277,8.6184
277.999,8.6047
279,8.5922
280,8.5799
280.999,8.5662
282,8.5547
283,8.5407
283.999,8.5281
285,8.5155
286,8.5026
287,8.4895
287.999,8.4757
289,8.4628
289.999,8.4504
291,8.4378
292,8.4251
293,8.4125
294,8.3999
295,8.3874
296,8.3752
296.999,8.363
297.999,8.3504
299,8.3381
300,8.3262
301,8.3138
302,8.3018
303,8.29
303.999,8.2777
304.999,8.2651
306,8.2522
307,8.24
308,8.2289
309,8.2163
310,8.2049
310.999,8.1924
311.999,8.1807
313,8.168
314,8.1565
315,8.1436
316,8.1323
317,8.1202
317.999,8.1076
318.999,8.0961
320,8.0832
321,8.0712
322,8.0595
323,8.0485
324,8.0363
325,8.0251
326,8.0135
327,8.0016
328,7.9895
329,7.9778
330,7.9657
331,7.9537
332,7.9415
333,7.9307
334,7.9185
334.999,7.9071
336,7.8953
337,7.8834
337.999,7.8727
338.999,7.8608
339.999,7.8491
340.999,7.837
341.999,7.8255
343,7.8145
344,7.8019
345,7.7904
346,7.779
347,7.7673
348,7.7558
349,7.7447
350,7.734
350.999,7.7231
352,7.7112
353,7.7017
354,7.6895
355,7.6791
356,7.669
357,7.6584
358,7.6468
359,7.6362
360,7.6241
361,7.6148
362,7.6029
363,7.5922
364,7.5818
365,7.5704
365.999,7.5591
366.999,7.5489
368,7.5384
369,7.5273
370,7.5162
371,7.5059
371.999,7.4944
372.999,7.484
374,7.473
375,7.463
376,7.4525
377,7.4414
377.999,7.4302
379,7.4204
380,7.4095
380.999,7.3985
382,7.3876
382.999,7.3769
384,7.3668
385,7.3555
385.999,7.3458
387,7.3345
387.999,7.3246
389,7.3128
389.999,7.3028
391,7.2918
392,7.2813
392.999,7.2704
394,7.2607
394.999,7.2505
396,7.2385
396.999,7.2297
398,7.2187
399,7.2097
399.999,7.1985
401,7.188
401.999,7.1776
403,7.1666
404,7.1568
405,7.1462
405.999,7.1364
407,7.1247
408,7.1148
408.999,7.1051
410,7.0938
411,7.0839
411.999,7.0741
412.999,7.0641
414,7.0537
415,7.0441
415.999,7.0343
417,7.0234
418,7.0136
